x,y
8.419999694824218,14.5
6.219999694824219,12.15
5.819999694824219,7.75
8.019999694824218,5.45
13.069999694824219,5.4
15.569999694824219,6.3
16.56999969482422,10.65
14.36999969482422,13.85
10.61999969482422,14.8
9.419999694824218,13.05
7.219999694824219,10.3
8.169999694824218,7.35
10.11999969482422,6.4
13.419999694824218,6.65
15.019999694824218,8.5
14.319999694824219,11.3
11.519999694824218,12.25
8.969999694824219,10.95
9.019999694824218,8.95
11.969999694824219,8.1
13.219999694824219,9.8
10.969999694824219,11.25
10.019999694824218,9.8
10.36999969482422,8.2
11.069999694824219,6.75
10.569999694824219,5.75
7.119999694824219,7
7.369999694824219,8.3
6.019999694824219,9.1
5.719999694824219,10.35
7.669999694824218,11.45
7.419999694824218,13.5
8.419999694824218,12.55
7.469999694824219,10
8.819999694824219,9.8
9.36999969482422,7.4
9.36999969482422,5.45
10.819999694824219,4.65
13.519999694824218,4.95
14.519999694824218,5.85
12.019999694824218,6.35
13.36999969482422,8.2
11.219999694824219,9.75
12.919999694824218,10.7
11.969999694824219,14.4
15.36999969482422,13.15
15.969999694824219,11.65
15.019999694824218,9.85
15.719999694824219,8.2
14.719999694824219,7.05
12.61999969482422,8.95
12.61999969482422,12.45
10.419999694824218,13.4
10.019999694824218,11.95
8.069999694824219,9.3
10.719999694824219,7.55
11.069999694824219,8.75
12.469999694824219,6.85
11.36999969482422,5.15
12.219999694824219,4.9
8.36999969482422,6.4
11.919999694824218,13.35
13.019999694824218,14.15
13.219999694824219,12.95
14.269999694824218,12.95
15.11999969482422,11.55
15.419999694824218,10.3
16.06999969482422,9.65
15.669999694824218,7.25
16.31999969482422,8.35
13.969999694824219,8.95
14.019999694824218,10.15
12.019999694824218,10.5
12.769999694824218,11.6
15.36999969482422,12.25
23.269999694824218,18.1
22.019999694824218,16.85
21.219999694824217,14.5
21.219999694824217,12.6
21.769999694824218,10.55
24.41999969482422,9.8
28.61999969482422,9.6
29.41999969482422,11.15
29.719999694824217,13.85
28.41999969482422,16.35
25.41999969482422,17.25
26.969999694824217,18.55
24.86999969482422,18.35
23.719999694824217,16.55
22.86999969482422,14.5
22.56999969482422,12.65
23.56999969482422,10.85
25.31999969482422,10.85
27.66999969482422,10.95
27.61999969482422,12.55
26.56999969482422,13.75
23.36999969482422,13.3
27.969999694824217,17.8
