x,y
7.669999694824218,12.7
7.119999694824219,11.6
7.219999694824219,10.55
8.419999694824218,10
10.719999694824219,10.05
10.819999694824219,10.7
10.919999694824218,12
9.86999969482422,13.25
7.419999694824218,13.75
6.169999694824218,12.6
5.969999694824219,10.95
6.619999694824219,9.8
7.919999694824218,9.35
9.419999694824218,9.35
11.419999694824218,9.5
12.169999694824218,10.9
12.219999694824219,11.85
11.769999694824218,13.1
10.519999694824218,13.9
9.319999694824219,14.45
8.419999694824218,13.95
8.819999694824219,12.75
9.019999694824218,11.6
8.819999694824219,11.15
9.519999694824218,10.85
10.169999694824218,11.75
9.919999694824218,12.4
8.069999694824219,11.65
9.36999969482422,10.35
7.919999694824218,10.8
8.419999694824218,8.65
9.819999694824219,9
11.61999969482422,9.4
12.11999969482422,10.2
11.269999694824218,10.8
11.61999969482422,11.45
11.019999694824218,13
10.469999694824219,12.75
11.669999694824218,12.3
9.36999969482422,13.65
8.219999694824219,13.3
7.069999694824219,12.95
6.469999694824219,11.8
8.169999694824218,12.2
7.669999694824218,10.05
7.619999694824219,9.15
10.019999694824218,10.3
10.219999694824219,11.15
21.41999969482422,18.35
19.06999969482422,16.85
17.81999969482422,14.2
16.36999969482422,12.7
15.069999694824219,11.1
14.819999694824219,9.35
15.019999694824218,6.6
15.769999694824218,4.65
17.41999969482422,3.3
21.019999694824218,2.4
23.519999694824218,2.55
25.769999694824218,4.8
27.269999694824218,7.2
27.61999969482422,9.15
26.81999969482422,11.75
26.11999969482422,13.45
24.86999969482422,15.9
22.769999694824218,16.95
18.91999969482422,16.65
17.61999969482422,16.15
16.16999969482422,14.95
15.169999694824218,13.95
14.269999694824218,11.9
13.61999969482422,9.95
13.61999969482422,6.95
14.219999694824219,4.55
15.269999694824218,3.7
17.81999969482422,2.45
20.769999694824218,1.95
25.31999969482422,2.35
27.019999694824218,3.95
27.66999969482422,6.55
26.11999969482422,10.35
24.219999694824217,11.75
20.61999969482422,11.15
17.41999969482422,8.45
17.16999969482422,5.55
18.66999969482422,4.5
22.219999694824217,5
24.81999969482422,7.95
24.56999969482422,12.6
21.519999694824218,13.85
17.61999969482422,11.75
16.019999694824218,8.6
17.519999694824218,5.7
22.719999694824217,6.45
23.61999969482422,8.95
19.81999969482422,17.9
21.019999694824218,17.2
22.66999969482422,16.75
23.56999969482422,16.45
25.269999694824218,16.95
23.86999969482422,17.35
25.81999969482422,16.9
26.469999694824217,16.15
27.61999969482422,14.4
28.019999694824218,13.35
28.06999969482422,10.15
25.269999694824218,15.1
21.519999694824218,14.65
20.269999694824218,15.35
19.519999694824218,13.15
20.91999969482422,11.4
19.81999969482422,8.6
19.519999694824218,7.25
21.019999694824218,6.3
22.41999969482422,7.9
19.06999969482422,9.05
16.81999969482422,10.15
17.86999969482422,11
19.16999969482422,10.95
22.31999969482422,9.75
23.06999969482422,11.75
23.16999969482422,13
20.86999969482422,13.15
20.31999969482422,14.6
18.219999694824217,13.45
19.019999694824218,11.4
18.41999969482422,10.9
15.819999694824219,9.9
15.419999694824218,6.35
18.06999969482422,6.1
19.56999969482422,4.5
19.269999694824218,2.55
22.41999969482422,3.75
23.719999694824217,3.8
18.519999694824218,5.55
16.969999694824217,7
19.41999969482422,7.7
19.969999694824217,6.2
20.719999694824217,8.65
19.019999694824218,10.45
20.56999969482422,10.15
22.86999969482422,10.6
24.91999969482422,9.4
25.11999969482422,6.55
23.91999969482422,6.55
21.31999969482422,7
23.56999969482422,5.25
20.16999969482422,4.2
20.719999694824217,3.1
25.469999694824217,5.05
24.219999694824217,7.15
24.269999694824218,10.3
24.86999969482422,11.85
24.81999969482422,13.35
23.56999969482422,13.9
22.56999969482422,13.9
22.41999969482422,12.35
22.519999694824218,15.7
19.81999969482422,15.65
18.469999694824217,14.6
20.969999694824217,10.45
17.769999694824218,9.85
16.81999969482422,12.8
16.91999969482422,13.85
18.56999969482422,12.25
16.66999969482422,11.75
15.819999694824219,12.75
16.019999694824218,11.05
22.61999969482422,10.7
21.91999969482422,9.15
25.219999694824217,8.4
26.36999969482422,9.1
27.019999694824218,8.2
27.41999969482422,7.75
27.41999969482422,6.15
26.56999969482422,4.2
26.16999969482422,6.75
26.11999969482422,8.1
21.41999969482422,6.15
17.969999694824217,5.5
17.41999969482422,4.15
14.819999694824219,6.95
15.36999969482422,8.1
17.61999969482422,8.35
20.969999694824217,8.1
20.86999969482422,11.65
8.61999969482422,17
3.169999694824219,13.3
4.619999694824219,5.4
9.669999694824218,6.55
14.36999969482422,18.35
30.41999969482422,15.95
37.369999694824216,10.2
37.369999694824216,3.2
31.86999969482422,1.95
32.96999969482422,8.95
37.31999969482422,14.85
23.66999969482422,15.3
26.469999694824217,14.45
27.31999969482422,12.2
26.469999694824217,12.15
27.11999969482422,10.6
28.61999969482422,11.5
28.66999969482422,9.75
28.969999694824217,7.95
28.969999694824217,6
28.019999694824218,4.3
26.719999694824217,3.1
25.11999969482422,3.65
25.06999969482422,4.75
22.519999694824218,2.15
18.719999694824217,3.25
19.219999694824217,4.1
