x,y
14.469999694824219,16.1
13.819999694824219,16.25
12.969999694824219,16.25
11.86999969482422,16.25
10.419999694824218,15.6
9.36999969482422,15.15
8.669999694824218,14.85
8.11999969482422,14.5
7.569999694824219,13.95
7.369999694824219,13.5
6.919999694824218,12.55
6.919999694824218,11.95
6.669999694824218,11.1
6.719999694824219,10.15
6.769999694824219,9.35
6.869999694824219,8.3
7.069999694824219,7.7
7.419999694824218,7
7.619999694824219,6.4
7.969999694824219,5.9
8.569999694824219,4.95
8.769999694824218,4.85
9.419999694824218,4.35
10.419999694824218,4
11.019999694824218,3.75
11.569999694824219,3.4
12.719999694824219,3
13.269999694824218,2.9
14.219999694824219,2.7
14.519999694824218,2.55
14.86999969482422,2.6
15.019999694824218,3.4
13.969999694824219,3.7
13.019999694824218,3.85
11.969999694824219,4.55
10.519999694824218,4.95
9.769999694824218,5.55
8.719999694824219,6.35
8.419999694824218,7.2
8.069999694824219,8.3
7.819999694824219,9.25
7.619999694824219,10.2
7.719999694824219,11.3
7.819999694824219,12.25
8.069999694824219,13.2
8.61999969482422,13.95
9.319999694824219,14.4
10.61999969482422,15.05
11.569999694824219,15.35
13.019999694824218,15.55
13.419999694824218,15.65
14.019999694824218,15.6
15.019999694824218,15.35
14.219999694824219,15
13.11999969482422,15
10.819999694824219,14.95
10.169999694824218,14.1
12.11999969482422,14.6
10.219999694824219,14.3
8.61999969482422,13.25
8.519999694824218,12.2
8.519999694824218,10.9
8.419999694824218,9.8
8.519999694824218,8.6
8.969999694824219,8
9.769999694824218,6.35
10.819999694824219,5.95
11.919999694824218,5.4
12.519999694824218,4.8
13.819999694824219,4.5
14.969999694824219,4.1
15.519999694824218,3.8
16.06999969482422,3.35
15.86999969482422,2.6
15.769999694824218,2.55
13.219999694824219,11.3
12.219999694824219,10.7
12.11999969482422,9.75
12.419999694824218,9.15
13.019999694824218,8.9
14.61999969482422,8.75
16.36999969482422,9
16.41999969482422,9.35
16.36999969482422,10.35
15.819999694824219,11.25
14.819999694824219,11.65
14.019999694824218,11.1
14.019999694824218,10.25
14.269999694824218,9.95
15.019999694824218,9.95
15.819999694824219,10.05
13.86999969482422,9.75
12.819999694824219,10.2
13.36999969482422,10.5
14.36999969482422,10.6
14.719999694824219,9.4
14.11999969482422,9.15
12.019999694824218,9.15
13.419999694824218,8.55
14.61999969482422,8.7
15.569999694824219,8.55
15.569999694824219,8.65
15.36999969482422,10.6
15.019999694824218,11.15
15.769999694824218,12.7
16.269999694824218,11.55
15.669999694824218,12
16.61999969482422,11
16.91999969482422,9.35
16.719999694824217,9.15
15.819999694824219,8.7
15.219999694824219,8.2
15.419999694824218,9.55
16.269999694824218,8.45
16.769999694824218,10.15
13.669999694824218,11.85
14.269999694824218,12.25
15.419999694824218,12.6
16.31999969482422,12.4
16.81999969482422,11.9
17.16999969482422,11
17.469999694824217,9.65
16.56999969482422,8.25
14.36999969482422,7.95
13.169999694824218,9.5
15.469999694824219,7.95
14.019999694824218,8.5
9.169999694824218,7.2
9.819999694824219,7
10.86999969482422,5.05
11.169999694824218,4.25
9.319999694824219,5.45
12.169999694824218,15.629999995231628
12.36999969482422,15.229999995231628
10.819999694824219,15.829999995231628
11.569999694824219,15.879999995231628
10.86999969482422,14.629999995231628
11.519999694824218,14.779999995231629
9.719999694824219,15.029999995231629
10.019999694824218,14.67999999523163
8.169999694824218,11.479999995231628
7.369999694824219,11.579999995231628
8.219999694824219,10.729999995231628
7.219999694824219,10.879999995231628
7.269999694824219,9.729999995231628
7.269999694824219,9.029999995231629
7.419999694824218,7.879999995231628
8.419999694824218,8.029999995231629
7.669999694824218,7.329999995231629
8.269999694824218,6.629999995231628
9.11999969482422,6.629999995231628
8.61999969482422,5.679999995231628
9.669999694824218,5.029999995231629
10.219999694824219,5.629999995231628
11.86999969482422,3.8799999952316284
13.069999694824219,4.479999995231628
12.36999969482422,4.079999995231629
13.519999694824218,3.5299999952316283
14.219999694824219,3.2799999952316283
14.269999694824218,3.9299999952316282
12.419999694824218,3.2799999952316283
15.419999694824218,9.229999995231628
16.16999969482422,9.479999995231628
9.169999694824218,13.529999995231629
9.719999694824219,13.879999995231628
8.719999694824219,12.829999995231628
7.519999694824219,12.829999995231628
7.969999694824219,13.729999995231628
